"5"
661.00,1448.00
903.00,982.00
1158.00,501.00
1696.00,477.00
2204.00,517.00
2449.00,987.00
3160.00,1110.00
2435.00,1326.00
2065.00,1325.00
1697.00,1163.00
1789.00,1494.00
2667.00,1544.00
1356.00,1705.00
2842.50,1803.00
2697.00,2040.00
2574.00,2037.00
2820.00,2233.50
2693.33,2429.33
994.50,1966.50

"first_frame_centered"
620.67,1222.00
1016.00,790.00
1220.67,312.00
1713.33,253.33
2261.33,264.00
2536.67,745.33
2988.67,852.00
2436.67,1103.33
1740.00,1100.67
1717.33,950.00
1548.67,1267.33
1411.33,1292.67
1124.67,1458.67
1740.67,1536.67
1398.67,1733.33
1293.33,1730.67
1297.50,1792.50
775.00,1860.50
266.00,1650.00
