"3"
570.00,1371.00
867.00,921.00
1102.50,459.00
1614.00,433.50
2122.50,478.50
2368.50,937.50
2943.00,1045.50
2316.00,1276.50
1837.50,1272.00
1617.00,1105.50
1600.50,1426.50
2022.00,1473.00
1185.00,1617.00
2250.00,1711.00
2033.00,1909.00
1923.00,1904.00
2771.00,1984.00
2340.00,2307.50

"first_frame_centered"
620.00,1221.00
1016.00,788.00
1222.00,309.00
1712.00,256.00
2259.00,264.00
2535.00,745.00
2988.00,852.00
2437.00,1103.00
1739.00,1103.00
1719.00,952.00
1549.00,1268.00
1412.00,1292.00
1125.00,1460.00
1741.00,1536.00
1400.00,1732.00
1298.00,1728.00
2020.50,1813.50
515.00,2119.50

"[x,y] = [420,283]"
