"ref_corrected"
1581.00,348.00
1593.00,475.50
2100.00,532.50
2128.50,844.50
2248.50,1357.50
2007.00,1330.50
1591.50,1119.00
1593.00,625.50
1725.00,1503.00
2463.00,1416.00
2442.00,1325.00
2610.00,1344.00
2598.00,1087.00
2927.00,1051.00
3230.00,1090.00
3181.50,1456.50
2883.00,1816.50
2748.00,1557.00

"first_frame"
500.00,154.00
512.00,284.00
1100.00,370.00
1095.00,699.00
1200.00,1220.00
539.00,1177.00
525.00,962.00
512.00,430.00
307.00,1363.00
1037.00,1273.00
1417.00,1193.00
1616.00,1207.00
1626.00,955.00
1904.00,921.00
1893.00,951.00
2040.00,1318.50
541.50,1644.00
127.50,1384.50

"[x,y] = [732,399]"
