"2"
415.50,1275.00
789.00,817.50
1006.50,339.00
1518.00,298.50
2047.50,328.50
2313.00,798.00
2707.50,864.00
2206.50,1161.00
1630.50,1132.50
1521.00,985.50
1497.00,1326.00
1417.50,1302.00
988.50,1546.50
146.50,1723.50
81.00,1545.50
1452.50,1836.00
1691.33,1652.00
1800.00,1568.00
1997.00,1890.67
2853.00,2219.00
2657.00,2290.00
2333.00,2368.00
1714.00,2262.00
1426.00,2254.00
1390.00,2338.00
1706.00,2346.00

"first_frame_centered"
618.67,1230.00
1016.00,791.00
1219.00,316.00
1714.00,256.00
2262.00,265.00
2536.00,749.00
2958.00,812.00
2398.00,1121.00
1740.00,1102.00
1716.00,949.00
1410.00,1294.00
1549.00,1268.00
1125.00,1502.00
212.25,1657.25
321.33,1486.00
1291.33,1800.67
1612.50,1618.50
1741.00,1538.50
1771.00,1860.00
2238.00,2212.50
1953.00,2278.50
1530.00,2340.00
1051.33,2218.00
786.67,2198.67
655.33,2277.33
942.67,2298.67
